Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeBand,CompanyAgeBand
36,No,Travel_Frequently,1302,Research & Development,6,Life Sciences,Male,80,Laboratory Technician,Married,5562,19711,3,Yes,13,9,3,3,2,0,2,31–40,0–10
42,No,Travel_Rarely,1059,Research & Development,9,Other,Male,93,Manager,Single,19613,26362,8,No,22,24,2,1,0,0,1,41–50,0–10
35,No,Travel_Rarely,750,Research & Development,28,Life Sciences,Male,46,Laboratory Technician,Married,3407,25348,1,No,17,10,3,10,9,6,8,31–40,0–10
34,No,Travel_Frequently,653,Research & Development,10,Technical Degree,Male,92,Healthcare Representative,Married,5063,15332,1,No,14,8,3,8,2,7,7,31–40,0–10
40,No,Travel_Rarely,118,Sales,14,Life Sciences,Female,84,Sales Executive,Married,4639,11262,1,No,15,5,2,5,4,1,2,31–40,0–10
43,No,Travel_Rarely,990,Research & Development,27,Technical Degree,Male,87,Laboratory Technician,Divorced,4876,5855,5,No,12,8,0,6,4,0,2,41–50,0–10
35,No,Travel_Rarely,1349,Research & Development,7,Life Sciences,Male,63,Laboratory Technician,Married,2690,7713,1,No,18,1,5,1,0,0,1,31–40,0–10
46,No,Travel_Rarely,563,Sales,1,Life Sciences,Male,56,Manager,Single,17567,3156,1,No,15,27,5,26,0,0,12,41–50,21–30
28,Yes,Travel_Rarely,329,Research & Development,24,Medical,Male,51,Laboratory Technician,Married,2408,7324,1,Yes,17,1,3,1,1,0,0,18–30,0–10
22,No,Non-Travel,457,Research & Development,26,Other,Female,85,Research Scientist,Married,2814,10293,1,Yes,14,4,2,4,2,1,3,18–30,0–10
50,No,Travel_Frequently,1234,Research & Development,20,Medical,Male,41,Healthcare Representative,Married,11245,20689,2,Yes,15,32,3,30,8,12,13,41–50,21–30
32,No,Travel_Rarely,634,Research & Development,5,Other,Female,35,Research Scientist,Married,3312,18783,3,No,17,6,3,3,2,0,2,31–40,0–10
44,No,Travel_Rarely,1313,Research & Development,7,Medical,Female,31,Research Director,Divorced,19049,3549,0,Yes,14,23,4,22,7,1,10,41–50,21–30
30,No,Travel_Rarely,241,Research & Development,7,Medical,Male,48,Research Scientist,Married,2141,5348,1,No,12,6,3,6,4,1,1,18–30,0–10
45,No,Travel_Rarely,1015,Research & Development,5,Medical,Female,50,Laboratory Technician,Single,5769,23447,1,Yes,14,10,3,10,7,1,4,41–50,0–10
45,No,Non-Travel,336,Sales,26,Marketing,Male,52,Sales Executive,Married,4385,24162,1,No,15,10,2,10,7,4,5,41–50,0–10
31,No,Travel_Frequently,715,Sales,2,Other,Male,54,Sales Executive,Single,5332,21602,7,No,13,10,3,5,2,0,3,31–40,0–10
36,No,Travel_Rarely,559,Research & Development,12,Life Sciences,Female,76,Manufacturing Director,Married,4663,12421,9,Yes,12,7,2,3,2,1,1,31–40,0–10
34,No,Travel_Frequently,426,Research & Development,10,Life Sciences,Male,42,Manufacturing Director,Divorced,4724,17000,1,No,13,9,3,9,7,7,2,31–40,0–10
49,No,Travel_Rarely,722,Research & Development,25,Life Sciences,Female,84,Laboratory Technician,Married,3211,22102,1,No,14,10,3,9,6,1,4,41–50,0–10
39,No,Travel_Rarely,1387,Research & Development,10,Medical,Male,76,Manufacturing Director,Married,5377,3835,2,No,13,10,3,7,7,7,7,31–40,0–10
27,No,Travel_Rarely,1302,Research & Development,19,Other,Male,67,Laboratory Technician,Divorced,4066,16290,1,No,11,7,3,7,7,0,7,18–30,0–10
35,No,Travel_Rarely,819,Research & Development,18,Life Sciences,Male,48,Research Scientist,Married,5208,26312,1,No,11,16,2,16,15,1,10,31–40,11–20
28,No,Travel_Rarely,580,Research & Development,27,Medical,Female,39,Manufacturing Director,Divorced,4877,20460,0,No,21,6,5,5,3,0,0,18–30,0–10
21,No,Travel_Rarely,546,Research & Development,5,Medical,Male,97,Research Scientist,Single,3117,26009,1,No,18,3,2,2,2,2,2,18–30,0–10
18,Yes,Travel_Frequently,544,Sales,3,Medical,Female,70,Sales Representative,Single,1569,18420,1,Yes,12,0,2,0,0,0,0,0,0
47,No,Travel_Rarely,1176,Human Resources,26,Life Sciences,Female,98,Manager,Married,19658,5220,3,No,11,27,2,5,2,1,0,41–50,0–10
39,No,Travel_Rarely,170,Research & Development,3,Medical,Male,76,Laboratory Technician,Divorced,3069,10302,0,No,15,11,3,10,8,0,7,31–40,0–10
40,No,Travel_Rarely,884,Research & Development,15,Life Sciences,Female,80,Manufacturing Director,Married,10435,25800,1,No,13,18,2,18,15,14,12,31–40,11–20
35,No,Non-Travel,208,Research & Development,8,Life Sciences,Female,52,Healthcare Representative,Married,4148,12250,1,No,12,15,5,14,11,2,9,31–40,11–20
37,No,Travel_Rarely,671,Research & Development,19,Life Sciences,Male,85,Manufacturing Director,Married,5768,26493,3,No,17,9,2,4,3,0,2,31–40,0–10
39,No,Travel_Frequently,711,Research & Development,4,Medical,Female,81,Manufacturing Director,Single,5042,3140,0,No,13,10,2,9,2,3,8,31–40,0–10
45,No,Travel_Rarely,1329,Research & Development,2,Other,Female,59,Manufacturing Director,Divorced,5770,5388,1,No,19,10,3,10,7,3,9,41–50,0–10
38,No,Travel_Rarely,397,Research & Development,2,Medical,Female,54,Manufacturing Director,Married,7756,14199,3,Yes,19,10,6,5,4,0,2,31–40,0–10
35,Yes,Travel_Rarely,737,Sales,10,Medical,Male,55,Sales Executive,Married,10306,21530,9,No,17,15,3,13,12,6,0,31–40,11–20
37,No,Travel_Rarely,1470,Research & Development,10,Medical,Female,71,Research Scientist,Married,3936,9953,1,No,11,8,2,8,4,7,7,31–40,0–10
40,No,Travel_Rarely,448,Research & Development,16,Life Sciences,Female,84,Manufacturing Director,Single,7945,19948,6,Yes,15,18,2,4,2,3,3,31–40,0–10
44,No,Travel_Frequently,602,Human Resources,1,Human Resources,Male,37,Human Resources,Married,5743,10503,4,Yes,11,14,3,10,7,0,2,41–50,0–10
48,No,Travel_Frequently,365,Research & Development,4,Medical,Male,89,Manager,Married,15202,5602,2,No,25,23,3,2,2,2,2,41–50,0–10
35,Yes,Travel_Rarely,763,Sales,15,Medical,Male,59,Sales Executive,Divorced,5440,22098,6,Yes,14,7,2,2,2,2,2,31–40,0–10
24,No,Travel_Frequently,567,Research & Development,2,Technical Degree,Female,32,Research Scientist,Single,3760,17218,1,Yes,13,6,2,6,3,1,3,18–30,0–10
27,No,Travel_Rarely,486,Research & Development,8,Medical,Female,86,Research Scientist,Married,3517,22490,7,No,17,5,0,3,2,0,2,18–30,0–10
27,No,Travel_Frequently,591,Research & Development,2,Medical,Male,87,Research Scientist,Single,2580,6297,2,No,13,6,0,4,2,1,2,18–30,0–10
40,Yes,Travel_Rarely,1329,Research & Development,7,Life Sciences,Male,73,Laboratory Technician,Single,2166,3339,3,Yes,14,10,3,4,2,0,3,31–40,0–10
29,No,Travel_Rarely,469,Sales,10,Medical,Male,42,Sales Executive,Single,5869,23413,9,No,11,8,2,5,2,1,4,18–30,0–10
36,No,Travel_Rarely,711,Research & Development,5,Life Sciences,Female,42,Healthcare Representative,Married,8008,22792,4,No,12,9,6,3,2,0,2,31–40,0–10
25,No,Travel_Frequently,772,Research & Development,2,Life Sciences,Male,77,Manufacturing Director,Divorced,5206,4973,1,No,17,7,6,7,7,0,7,18–30,0–10
39,No,Travel_Rarely,492,Research & Development,12,Medical,Male,66,Manufacturing Director,Married,5295,7693,4,No,21,7,3,5,4,1,0,31–40,0–10
49,No,Travel_Rarely,301,Research & Development,22,Other,Female,72,Research Director,Married,16413,3498,3,No,16,27,2,4,2,1,2,41–50,0–10
50,No,Travel_Rarely,813,Research & Development,17,Life Sciences,Female,50,Research Director,Divorced,13269,21981,5,No,15,19,3,14,11,1,11,41–50,11–20
20,No,Travel_Rarely,1141,Sales,2,Medical,Female,31,Sales Representative,Single,2783,13251,1,No,19,2,3,2,2,2,2,18–30,0–10
34,No,Travel_Rarely,1130,Research & Development,3,Life Sciences,Female,66,Research Scientist,Divorced,5433,19332,1,No,12,11,2,11,8,7,9,31–40,11–20
36,No,Travel_Rarely,311,Research & Development,7,Life Sciences,Male,77,Laboratory Technician,Single,2013,10950,2,No,11,15,4,4,3,1,3,31–40,0–10
49,No,Travel_Rarely,465,Research & Development,6,Life Sciences,Female,41,Healthcare Representative,Married,13966,11652,2,Yes,19,30,3,15,11,2,12,41–50,11–20
36,No,Non-Travel,894,Research & Development,1,Medical,Female,33,Manufacturing Director,Married,4374,15411,0,No,15,4,6,3,2,1,2,31–40,0–10
36,No,Travel_Rarely,1040,Research & Development,3,Life Sciences,Male,79,Healthcare Representative,Divorced,6842,26308,6,No,20,13,3,5,4,0,4,31–40,0–10
54,No,Travel_Rarely,584,Research & Development,22,Medical,Female,91,Manager,Married,17426,18685,3,No,25,36,6,10,8,4,7,51–60,0–10
43,No,Travel_Rarely,1291,Research & Development,15,Life Sciences,Male,65,Research Director,Married,17603,3525,1,No,24,14,3,14,10,6,11,41–50,11–20
35,Yes,Travel_Frequently,880,Sales,12,Other,Male,36,Sales Executive,Single,4581,10414,3,Yes,24,13,2,11,9,6,7,31–40,11–20
38,No,Travel_Frequently,1189,Research & Development,1,Life Sciences,Male,90,Research Scientist,Married,4735,9867,7,No,15,19,4,13,11,2,9,31–40,11–20
29,No,Travel_Rarely,991,Sales,5,Medical,Male,43,Sales Executive,Divorced,4187,3356,1,Yes,13,10,3,10,0,0,9,18–30,0–10
33,No,Travel_Rarely,392,Sales,2,Medical,Male,93,Sales Executive,Divorced,5505,3921,1,No,14,6,5,6,2,0,4,31–40,0–10
32,No,Travel_Rarely,977,Research & Development,2,Medical,Male,45,Research Scientist,Divorced,5470,25518,0,No,13,10,4,9,5,1,6,31–40,0–10
31,No,Travel_Rarely,1112,Sales,5,Life Sciences,Female,67,Sales Executive,Married,5476,22589,1,No,11,10,2,10,0,0,2,31–40,0–10
49,No,Travel_Rarely,464,Research & Development,16,Medical,Female,74,Laboratory Technician,Divorced,2587,24941,4,Yes,16,17,2,2,2,2,2,41–50,0–10
38,No,Travel_Frequently,148,Research & Development,2,Medical,Female,42,Laboratory Technician,Single,2440,23826,1,No,22,4,3,4,3,3,3,31–40,0–10
47,No,Travel_Rarely,1225,Sales,2,Life Sciences,Female,47,Manager,Divorced,15972,21086,6,No,14,29,2,3,2,1,2,41–50,0–10
49,No,Travel_Rarely,809,Research & Development,1,Life Sciences,Male,36,Manager,Single,15379,22384,4,No,14,23,2,8,7,0,0,41–50,0–10
41,No,Travel_Rarely,1206,Sales,23,Life Sciences,Male,80,Sales Executive,Single,7082,11591,3,Yes,16,21,2,2,0,0,2,41–50,0–10
20,No,Travel_Rarely,727,Sales,9,Life Sciences,Male,54,Sales Representative,Single,2728,21082,1,No,11,2,3,2,2,0,2,18–30,0–10
33,No,Non-Travel,530,Sales,16,Life Sciences,Female,36,Sales Executive,Divorced,5368,16130,1,Yes,25,7,2,6,5,1,2,31–40,0–10
36,No,Travel_Rarely,1351,Research & Development,26,Life Sciences,Male,80,Healthcare Representative,Married,5347,7419,6,No,14,10,2,3,2,0,2,31–40,0–10
44,No,Travel_Rarely,528,Human Resources,1,Life Sciences,Female,44,Human Resources,Divorced,3195,4167,4,Yes,18,8,2,2,2,2,2,41–50,0–10
23,Yes,Travel_Rarely,1320,Research & Development,8,Medical,Male,93,Laboratory Technician,Single,3989,20586,1,Yes,11,5,2,5,4,1,2,18–30,0–10
38,No,Travel_Rarely,1495,Research & Development,4,Medical,Female,87,Laboratory Technician,Married,3306,26176,7,No,19,7,5,0,0,0,0,31–40,0
53,No,Travel_Rarely,1395,Research & Development,24,Medical,Male,48,Healthcare Representative,Married,7005,3458,3,No,15,11,2,4,3,1,2,51–60,0–10
48,Yes,Travel_Frequently,708,Sales,7,Medical,Female,95,Sales Representative,Married,2655,11740,2,Yes,11,19,3,9,7,7,7,41–50,0–10
32,Yes,Travel_Rarely,1259,Research & Development,2,Life Sciences,Male,95,Laboratory Technician,Single,1393,24852,1,No,12,1,2,1,0,0,0,31–40,0–10
26,No,Non-Travel,786,Research & Development,7,Medical,Male,76,Laboratory Technician,Single,2570,11925,1,No,20,7,5,7,7,5,7,18–30,0–10
55,No,Travel_Rarely,1441,Research & Development,22,Technical Degree,Male,94,Research Scientist,Divorced,3537,23737,5,No,12,8,1,4,2,1,2,51–60,0–10
34,No,Travel_Rarely,1157,Research & Development,5,Medical,Male,57,Laboratory Technician,Married,3986,11912,1,No,14,15,3,15,10,4,13,31–40,11–20
60,No,Travel_Rarely,370,Research & Development,1,Medical,Male,92,Healthcare Representative,Divorced,10883,20467,3,No,20,19,2,1,0,0,0,51–60,0–10
33,No,Travel_Rarely,267,Research & Development,21,Medical,Male,79,Laboratory Technician,Married,2028,13637,1,No,18,14,6,14,11,2,13,31–40,11–20
37,No,Travel_Frequently,1278,Sales,1,Medical,Male,31,Sales Executive,Divorced,9525,7677,1,No,14,6,2,6,3,1,3,31–40,0–10
34,No,Travel_Rarely,678,Research & Development,19,Life Sciences,Female,35,Research Scientist,Married,2929,20338,1,No,12,10,3,10,9,8,7,31–40,0–10
23,Yes,Travel_Rarely,427,Sales,7,Life Sciences,Male,99,Sales Representative,Divorced,2275,25103,1,Yes,21,3,2,3,2,0,2,18–30,0–10
44,No,Travel_Rarely,921,Research & Development,2,Life Sciences,Female,96,Healthcare Representative,Married,7879,14810,1,Yes,19,9,2,8,7,6,7,41–50,0–10
35,No,Travel_Frequently,146,Research & Development,2,Medical,Male,79,Research Scientist,Single,4930,13970,0,Yes,14,6,2,5,4,1,4,31–40,0–10
43,No,Travel_Rarely,1179,Sales,2,Medical,Male,73,Sales Executive,Married,7847,6069,1,Yes,17,10,3,10,9,8,8,41–50,0–10
24,No,Travel_Rarely,581,Research & Development,9,Medical,Male,62,Research Scientist,Married,4401,17616,1,No,16,5,1,5,3,0,4,18–30,0–10
41,No,Travel_Rarely,918,Sales,6,Marketing,Male,35,Sales Executive,Single,9241,15869,1,No,12,10,3,10,8,8,7,41–50,0–10
29,No,Travel_Rarely,1082,Research & Development,9,Medical,Female,43,Laboratory Technician,Married,2974,25412,9,No,17,9,2,5,3,1,2,18–30,0–10
36,No,Travel_Rarely,530,Sales,2,Life Sciences,Female,51,Sales Representative,Single,4502,7439,3,No,15,17,2,13,7,6,7,31–40,11–20
45,No,Non-Travel,1238,Research & Development,1,Life Sciences,Male,74,Healthcare Representative,Married,10748,3395,3,No,23,25,3,23,15,14,4,41–50,21–30
24,Yes,Travel_Rarely,240,Human Resources,22,Human Resources,Male,58,Human Resources,Married,1555,11585,1,No,11,1,2,1,0,0,0,18–30,0–10
47,Yes,Travel_Frequently,1093,Sales,9,Life Sciences,Male,82,Sales Executive,Married,12936,24164,7,No,11,25,3,23,5,14,10,41–50,21–30
26,No,Travel_Rarely,390,Research & Development,17,Medical,Male,62,Laboratory Technician,Married,2305,6217,1,No,15,3,3,3,2,0,2,18–30,0–10
45,No,Travel_Rarely,1005,Research & Development,28,Technical Degree,Female,48,Research Director,Single,16704,17119,1,No,11,21,2,21,6,8,6,41–50,21–30
32,No,Travel_Frequently,585,Research & Development,10,Life Sciences,Male,56,Research Scientist,Married,3433,17360,6,No,13,10,3,5,2,1,3,31–40,0–10
31,No,Travel_Rarely,741,Research & Development,2,Life Sciences,Male,69,Laboratory Technician,Married,3477,18103,1,No,14,6,2,5,2,0,3,31–40,0–10
41,No,Non-Travel,552,Human Resources,4,Human Resources,Male,60,Human Resources,Married,6430,20794,6,No,19,10,4,3,2,1,2,41–50,0–10
40,No,Travel_Rarely,369,Research & Development,8,Life Sciences,Female,92,Manufacturing Director,Married,6516,5041,2,Yes,16,18,3,1,0,0,0,31–40,0–10
24,No,Travel_Rarely,506,Research & Development,29,Medical,Male,91,Laboratory Technician,Divorced,3907,3622,1,No,13,6,2,6,2,1,2,18–30,0–10
46,No,Travel_Rarely,717,Research & Development,13,Life Sciences,Male,34,Healthcare Representative,Single,5562,9697,6,No,14,19,3,10,7,0,9,41–50,0–10
35,No,Travel_Rarely,1370,Research & Development,27,Life Sciences,Male,49,Manufacturing Director,Married,6883,5151,2,No,16,17,3,7,7,0,7,31–40,0–10
30,No,Travel_Rarely,793,Research & Development,16,Life Sciences,Male,33,Research Scientist,Married,2862,3811,1,No,12,10,2,10,0,0,8,18–30,0–10
47,No,Non-Travel,543,Sales,2,Marketing,Male,87,Sales Executive,Married,4978,3536,7,No,11,4,3,1,0,0,0,41–50,0–10
46,No,Travel_Rarely,1277,Sales,2,Life Sciences,Male,74,Sales Executive,Divorced,10368,5596,4,Yes,12,13,5,10,6,0,3,41–50,0–10
36,Yes,Travel_Rarely,1456,Sales,13,Marketing,Male,96,Sales Executive,Divorced,6134,8658,5,Yes,13,16,3,2,2,2,2,31–40,0–10
32,Yes,Travel_Rarely,964,Sales,1,Life Sciences,Male,34,Sales Executive,Single,6735,12147,6,No,15,10,2,0,0,0,0,31–40,0
23,No,Travel_Rarely,160,Research & Development,4,Medical,Female,51,Laboratory Technician,Single,3295,12862,1,No,13,3,3,3,2,1,2,18–30,0–10
31,No,Travel_Frequently,163,Research & Development,24,Technical Degree,Female,30,Manufacturing Director,Single,5238,6670,2,No,20,9,3,5,4,1,4,31–40,0–10
39,No,Non-Travel,792,Research & Development,1,Life Sciences,Male,77,Laboratory Technician,Married,6472,8989,1,Yes,15,9,2,9,8,5,8,31–40,0–10
32,No,Travel_Rarely,371,Sales,19,Life Sciences,Male,80,Sales Executive,Married,9610,3840,3,No,13,10,2,4,3,0,2,31–40,0–10
40,No,Travel_Rarely,611,Sales,7,Medical,Male,88,Manager,Single,19833,4349,1,No,14,21,3,21,8,12,8,31–40,21–30
45,No,Travel_Rarely,176,Human Resources,4,Life Sciences,Female,56,Human Resources,Married,9756,6595,4,No,21,9,2,5,0,0,3,41–50,0–10
30,No,Travel_Frequently,1312,Research & Development,2,Technical Degree,Female,78,Research Scientist,Single,4968,26427,0,No,16,10,2,9,7,0,7,18–30,0–10
24,No,Travel_Frequently,897,Human Resources,10,Medical,Male,59,Human Resources,Married,2145,2097,0,No,14,3,2,2,2,2,1,18–30,0–10
30,Yes,Travel_Frequently,600,Human Resources,8,Human Resources,Female,66,Human Resources,Divorced,2180,9732,6,No,11,6,0,4,2,1,2,18–30,0–10
31,No,Travel_Rarely,1003,Sales,5,Technical Degree,Male,51,Sales Executive,Married,8346,20943,1,No,19,6,3,5,2,0,2,31–40,0–10
27,No,Travel_Rarely,1054,Research & Development,8,Medical,Female,67,Research Scientist,Single,3445,6152,1,No,11,6,5,6,2,1,4,18–30,0–10
29,Yes,Travel_Rarely,428,Sales,9,Marketing,Female,52,Sales Representative,Single,2760,14630,1,No,13,2,3,2,2,2,2,18–30,0–10
29,No,Travel_Frequently,461,Research & Development,1,Life Sciences,Male,70,Healthcare Representative,Single,6294,23060,8,Yes,12,10,5,3,2,0,2,18–30,0–10
30,No,Travel_Rarely,979,Sales,15,Marketing,Male,94,Sales Executive,Divorced,7140,3088,2,No,11,12,2,7,7,1,7,18–30,0–10
34,No,Travel_Rarely,181,Research & Development,2,Medical,Male,97,Research Scientist,Married,2932,5586,0,Yes,14,6,3,5,0,1,2,31–40,0–10
33,No,Non-Travel,1283,Sales,2,Marketing,Female,62,Sales Executive,Single,5147,10697,8,No,15,13,2,11,7,1,7,31–40,11–20
49,No,Travel_Rarely,1313,Sales,11,Marketing,Female,80,Sales Executive,Single,4507,8191,3,No,12,8,1,5,1,0,4,41–50,0–10
33,Yes,Travel_Rarely,211,Sales,16,Life Sciences,Female,74,Sales Executive,Single,8564,10092,2,Yes,20,11,2,0,0,0,0,31–40,0
38,No,Travel_Frequently,594,Research & Development,2,Medical,Female,75,Laboratory Technician,Married,2468,15963,4,No,14,9,4,6,1,0,5,31–40,0–10
31,Yes,Travel_Rarely,1079,Sales,16,Marketing,Male,70,Sales Executive,Married,8161,19002,2,No,13,10,2,1,0,0,0,31–40,0–10
29,No,Travel_Rarely,590,Research & Development,4,Technical Degree,Female,91,Research Scientist,Divorced,2109,10007,1,No,13,1,2,1,0,0,0,18–30,0–10
30,No,Travel_Rarely,305,Research & Development,16,Life Sciences,Male,58,Healthcare Representative,Married,5294,9128,3,No,16,10,3,7,0,1,7,18–30,0–10
32,No,Non-Travel,953,Research & Development,5,Technical Degree,Male,65,Research Scientist,Single,2718,17674,2,No,14,12,3,7,7,0,7,31–40,0–10
38,No,Travel_Rarely,833,Research & Development,18,Medical,Male,60,Healthcare Representative,Married,5811,24539,3,Yes,16,15,2,1,0,1,0,31–40,0–10
43,Yes,Travel_Frequently,807,Research & Development,17,Technical Degree,Male,38,Research Scientist,Married,2437,15587,9,Yes,16,6,4,1,0,0,0,41–50,0–10
42,No,Travel_Rarely,855,Research & Development,12,Medical,Male,57,Laboratory Technician,Divorced,2766,8952,8,No,22,7,6,5,3,0,4,41–50,0–10
55,No,Travel_Rarely,478,Research & Development,2,Medical,Male,60,Research Director,Married,19038,19805,8,No,12,34,2,1,0,0,0,51–60,0–10
33,No,Non-Travel,775,Research & Development,4,Technical Degree,Male,90,Research Scientist,Divorced,3055,6194,5,No,15,11,2,9,8,1,7,31–40,0–10
41,No,Travel_Rarely,548,Research & Development,9,Life Sciences,Male,94,Laboratory Technician,Divorced,2289,20520,1,No,20,5,2,5,3,0,4,41–50,0–10
34,No,Non-Travel,1375,Sales,10,Life Sciences,Male,87,Sales Executive,Divorced,4001,12313,1,Yes,14,15,3,15,14,0,7,31–40,11–20
53,No,Non-Travel,661,Research & Development,1,Medical,Female,60,Manufacturing Director,Married,12965,22308,4,Yes,20,27,2,3,2,0,2,51–60,0–10
43,No,Travel_Rarely,244,Human Resources,2,Life Sciences,Male,97,Human Resources,Single,3539,5033,0,No,13,10,5,9,7,1,8,41–50,0–10
34,No,Travel_Rarely,511,Sales,3,Life Sciences,Female,32,Sales Executive,Single,6029,25353,5,No,12,6,3,2,2,2,2,31–40,0–10
21,Yes,Travel_Rarely,337,Sales,7,Marketing,Male,31,Sales Representative,Single,2679,4567,1,No,13,1,3,1,0,1,0,18–30,0–10
38,No,Travel_Rarely,1153,Research & Development,6,Other,Female,40,Laboratory Technician,Married,3702,16376,1,No,11,5,3,5,4,0,4,31–40,0–10
22,Yes,Travel_Rarely,1294,Research & Development,8,Medical,Female,79,Laboratory Technician,Married,2398,15999,1,Yes,17,1,6,1,0,0,0,18–30,0–10
31,No,Travel_Rarely,196,Sales,29,Marketing,Female,91,Sales Executive,Married,5468,13402,1,No,14,13,3,12,7,5,7,31–40,11–20
51,No,Travel_Rarely,942,Research & Development,3,Technical Degree,Female,53,Manager,Married,13116,22984,2,No,11,15,2,2,2,2,2,51–60,0–10
37,No,Travel_Rarely,589,Sales,9,Marketing,Male,46,Sales Executive,Married,4189,8800,1,No,14,5,2,5,2,0,3,31–40,0–10
46,No,Travel_Rarely,734,Research & Development,2,Medical,Male,46,Research Director,Divorced,19328,14218,7,Yes,17,24,3,2,1,2,2,41–50,0–10
36,No,Travel_Rarely,1383,Research & Development,10,Life Sciences,Male,90,Healthcare Representative,Married,8321,25949,7,Yes,13,15,1,12,8,5,7,31–40,11–20
44,Yes,Travel_Frequently,429,Research & Development,1,Medical,Male,99,Research Scientist,Divorced,2342,11092,1,Yes,12,6,2,5,3,2,3,41–50,0–10
37,No,Travel_Rarely,1239,Human Resources,8,Other,Male,89,Human Resources,Divorced,4071,12832,2,No,13,19,4,10,0,4,7,31–40,0–10
35,Yes,Travel_Rarely,303,Sales,27,Life Sciences,Male,84,Sales Executive,Single,5813,13492,1,Yes,18,10,2,10,7,7,7,31–40,0–10
33,No,Travel_Rarely,867,Research & Development,8,Life Sciences,Male,90,Research Scientist,Married,3143,6076,6,No,19,14,1,10,8,7,6,31–40,0–10
28,No,Travel_Rarely,1181,Research & Development,1,Life Sciences,Male,82,Research Scientist,Married,2044,5531,1,No,11,5,6,5,3,0,3,18–30,0–10
39,No,Travel_Rarely,1253,Research & Development,10,Medical,Male,65,Research Director,Single,13464,7914,7,No,21,9,3,4,3,2,2,31–40,0–10
46,No,Non-Travel,849,Sales,26,Life Sciences,Male,98,Sales Executive,Single,7991,25166,8,No,15,6,3,2,2,2,2,41–50,0–10
40,No,Travel_Rarely,616,Research & Development,2,Life Sciences,Female,99,Laboratory Technician,Married,3377,25605,4,No,17,7,5,4,3,0,2,31–40,0–10
42,No,Travel_Rarely,1128,Research & Development,13,Medical,Male,95,Healthcare Representative,Married,5538,5696,5,No,18,10,2,0,0,0,0,41–50,0
35,No,Non-Travel,1180,Research & Development,2,Medical,Male,90,Manufacturing Director,Divorced,5762,24442,2,No,14,15,6,7,7,1,7,31–40,0–10
38,No,Non-Travel,1336,Human Resources,2,Human Resources,Male,100,Human Resources,Divorced,2592,7129,5,No,13,13,3,11,10,3,8,31–40,11–20
34,Yes,Travel_Frequently,234,Research & Development,9,Life Sciences,Male,93,Laboratory Technician,Married,5346,6208,4,No,17,11,3,7,1,0,7,31–40,0–10
37,Yes,Travel_Rarely,370,Research & Development,10,Medical,Male,58,Manufacturing Director,Single,4213,4992,1,No,15,10,4,10,3,0,8,31–40,0–10
39,No,Travel_Frequently,766,Sales,20,Life Sciences,Male,83,Sales Executive,Divorced,4127,19188,2,No,18,7,6,2,1,2,2,31–40,0–10
43,No,Non-Travel,343,Research & Development,9,Life Sciences,Male,52,Research Scientist,Single,2438,24978,4,No,13,7,2,3,2,1,2,41–50,0–10
41,No,Travel_Rarely,447,Research & Development,5,Life Sciences,Male,85,Healthcare Representative,Single,6870,15530,3,No,12,11,3,3,2,1,2,41–50,0–10
41,No,Travel_Rarely,796,Sales,4,Marketing,Female,81,Sales Executive,Divorced,10447,26458,0,Yes,13,23,3,22,14,13,5,41–50,21–30
30,No,Travel_Rarely,1092,Research & Development,10,Medical,Female,64,Manufacturing Director,Single,9667,2739,9,No,14,9,3,7,7,0,2,18–30,0–10
26,Yes,Travel_Rarely,920,Human Resources,20,Medical,Female,69,Human Resources,Married,2148,6889,0,Yes,11,6,3,5,1,1,4,18–30,0–10
46,Yes,Travel_Rarely,261,Research & Development,21,Medical,Female,66,Healthcare Representative,Married,8926,10842,4,No,22,13,2,9,7,3,7,41–50,0–10
40,No,Travel_Rarely,1194,Research & Development,1,Life Sciences,Female,52,Healthcare Representative,Divorced,6513,9060,4,No,17,12,3,5,3,0,3,31–40,0–10
34,No,Travel_Rarely,810,Sales,8,Technical Degree,Male,92,Sales Executive,Married,6799,22128,1,No,21,10,5,10,8,4,8,31–40,0–10
58,No,Non-Travel,350,Sales,2,Medical,Male,52,Manager,Divorced,16291,22577,4,No,22,37,0,16,9,14,14,51–60,11–20
35,No,Travel_Rarely,185,Research & Development,23,Medical,Male,91,Laboratory Technician,Married,2705,9696,0,No,16,6,2,5,4,0,3,31–40,0–10
47,No,Travel_Rarely,1001,Research & Development,4,Life Sciences,Female,92,Manufacturing Director,Divorced,10333,19271,8,Yes,12,28,4,22,11,14,10,41–50,21–30
40,No,Travel_Rarely,750,Research & Development,12,Life Sciences,Female,47,Healthcare Representative,Divorced,4448,10748,2,No,12,15,3,7,4,7,7,31–40,0–10
54,No,Travel_Rarely,431,Research & Development,7,Medical,Female,68,Research Scientist,Married,6854,15696,4,No,15,14,2,7,1,1,7,51–60,0–10
31,No,Travel_Frequently,1125,Sales,7,Marketing,Female,68,Sales Executive,Married,9637,8277,2,No,14,9,3,3,2,2,2,31–40,0–10
